Experiment,Tray,F0 food,F1 food,Rep,Clone,E,I?,I.D.,#clutches (up to d37),DOB,DOD,days.alive,Notes,Lifetime # clutches,C1 Date,C1 Full Date,C1 Formatted Date,C1 Days,C1 #,C2,C2 Full Date,C2 day,C2 #,C2 cumulative #,C3,C3 full date,C3 day,C3#,C3 cumulative #,C4,C4 Full Date,C4 day,C4#,C4 cumulative #,C5,C5 day,C5#,C5 cumulative #,C6,C6 day,C6#,C6 cumulative #,C7,C7 day,C7#,C7 cumulative #,C8,C8 day,C8#,C8 cumulative #,C9,C9 day,C9#,C9 cumulative #,C10,C10 day,C10#,C10 cumulative #,C11,C11 day,C11#,C11 cumulative #,C12,C12 day,C12#,C12 cumulative #,C13,C13 day,C13#,C13 cumulative #,C14,C14 day,C14#,C14 cumulative #,C15,C15 day,C15#,C15 cumulative #,C16,C16 day,C16#,C16 cumulative #,C17,C17 day,C17#,C17 cumulative #,C18,C18 day,C18#,C18 cumulative #,C19,C19 day,C19#,C19 cumulative #,C20,C20 day,C20#,C20 cumulative #,C21,C21 day,C21#,C21 cumulative #,C22,C22 day,C22#,C22 cumulative #,C23,C23 day,C23#,C23 cumulative #,C24,C24 day,C24#,C24 cumulative #,C25,C25 day,C25#,C25 cumulative #,Lifetime offpsring #
Fiona,19,H,H,37,32,U,U,300,9,02/22/2014 00:00,05/28/2014 00:00,96,,21,03/03/14,,03/03/14,11,18,03/07/14,03/07/14,15,15,33,03/10/14,03/10/14,18,10,43,03/14/2014,03/14/2014,22,7,50,03/17/2014,25,8,58,03/21/2014,29,7,65,03/24/2014,32,14,79,03/27/2014 00:00,35,8,87,03/31/2014 00:00,39,7,94,04/03/14 00:00,41,12,106,04/07/14 00:00,45,10,116,04/11/14 00:00,49,6,122,04/19/2014 00:00,57,2,124,04/23/2014 00:00,61,3,127,04/27/2014 00:00,65,3,130,04/30/2014 00:00,68,4,134,05/04/14 00:00,72,4,138,05/07/14 00:00,75,8,146,05/12/14 00:00,80,4,150,05/16/2014 00:00,84,5,155,05/22/2014 00:00,90,4,159,,-41092,,159,,-41092,,159,,-41092,,159,,-41092,,159,159
Fiona,19,L,L,36,32,U,U,295,7,02/22/2014 00:00,05/28/2014 00:00,96,,19,03/05/14,,03/05/14,13,2,03/09/14,03/09/14,17,5,7,03/15/2014,03/15/2014,23,3,10,03/18/2014,03/18/2014,26,2,12,03/22/2014,30,4,16,03/25/2014,33,2,18,03/29/2014,37,3,21,04/07/14 00:00,45,2,23,04/09/14 00:00,47,7,30,04/16/2014 00:00,54,4,34,04/24/2014 00:00,62,4,38,04/27/2014 00:00,65,5,43,04/30/2014 00:00,68,8,51,05/04/14 00:00,72,5,56,05/07/14 00:00,75,6,62,05/12/14 00:00,80,6,68,05/19/2014 00:00,87,5,73,05/23/2014 00:00,91,4,77,05/27/2014 00:00,95,5,82,,-41092,,82,,-41092,,82,,-41092,,82,,-41092,,82,,-41092,,82,,-41092,,82,82
Fiona,13,H,L,31,32,U,U,220,6,02/20/2014 00:00,05/28/2014 00:00,98,,8,02-Mar,02/03/14,02/03/14,12,7,06-Mar,06/03/14,16,1,8,15-Mar,15/03/14,25,2,10,03/19/2014,03/19/2014,29,4,14,03/23/2014,33,2,16,03/27/2014,37,2,18,03/31/2014,41,3,21,04/12/14 00:00,52,2,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,,-41090,,23,23
Fiona,11,H,L,22,32,U,U,176,6,02/19/2014 00:00,05/29/2014 00:00,100,,14,02-Mar,02/03/14,02/03/14,13,3,06-Mar,06/03/14,17,5,8,13-Mar,13/03/14,24,4,12,03/18/2014,03/18/2014,29,3,15,03/21/2014,32,5,20,03/25/2014,36,3,23,03/29/2014,40,4,27,04/02/14 00:00,43,2,29,04/07/14 00:00,48,3,32,04/10/14 00:00,51,3,35,04/15/2014 00:00,56,2,37,04/18/2014 00:00,59,6,43,04/26/2014 00:00,67,1,44,05/13/2014 00:00,84,2,46,,-41089,,46,,-41089,,46,,-41089,,46,,-41089,,46,,-41089,,46,,-41089,,46,,-41089,,46,,-41089,,46,,-41089,,46,,-41089,,46,,-41089,,46,46
Fiona,19,H,L,38,32,U,U,304,6,02/22/2014 00:00,05/29/2014 00:00,97,,18,03/07/14,,03/07/14,15,4,03/14/2014,03/14/2014,22,1,5,03/18/2014,03/18/2014,26,2,7,03/21/2014,03/21/2014,29,4,11,03/25/2014,33,3,14,03/29/2014,37,2,16,04/02/14,40,2,18,04/07/14 00:00,45,2,20,04/09/14 00:00,47,6,26,04/17/2014 00:00,55,6,32,04/24/2014 00:00,62,5,37,04/28/2014 00:00,66,3,40,05/05/14 00:00,73,5,45,05/09/14 00:00,77,7,52,05/13/2014 00:00,81,4,56,05/17/2014 00:00,85,3,59,05/22/2014 00:00,90,2,61,05/27/2014 00:00,95,2,63,,-41092,,63,,-41092,,63,,-41092,,63,,-41092,,63,,-41092,,63,,-41092,,63,,-41092,,63,63
Fiona,9,L,L,15,32,U,U,144,8,02/18/2014 00:00,05/30/2014 00:00,102,,20,01-Mar,01/03/14,01/03/14,13,2,05-Mar,05/03/14,17,6,8,08-Mar,08/03/14,20,2,10,03/12/14,03/12/14,24,10,20,03/15/2014,27,4,24,03/19/2014,31,6,30,03/23/2014,35,3,33,03/27/2014 00:00,39,3,36,03/31/2014 00:00,43,3,39,04/04/14 00:00,46,2,41,04/08/14 00:00,50,4,45,04/12/14 00:00,54,7,52,04/15/2014 00:00,57,8,60,04/19/2014 00:00,61,9,69,04/22/2014 00:00,64,8,77,04/26/2014 00:00,68,6,83,04/29/2014 00:00,71,5,88,05/03/14 00:00,75,7,95,05/07/14 00:00,79,8,103,05/21/2014 00:00,93,4,107,,-41088,,107,,-41088,,107,,-41088,,107,,-41088,,107,,-41088,,107,107
Fiona,20,H,H,39,32,U,U,316,9,02/23/2014 00:00,05/30/2014 00:00,97,,21,03/03/14,,03/03/14,10,6,03/06/14,03/06/14,13,10,16,03/09/14,03/09/14,16,12,28,03/12/14,03/12/14,19,15,43,03/16/2014,23,11,54,03/19/2014,26,8,62,03/23/2014,30,14,76,03/26/2014 00:00,33,11,87,03/30/2014 00:00,37,13,100,04/02/14 00:00,39,8,108,04/06/14 00:00,43,6,114,04/09/14 00:00,46,11,125,04/14/2014 00:00,51,5,130,04/15/2014 00:00,52,4,134,04/21/2014 00:00,58,10,144,04/25/2014 00:00,62,5,149,04/29/2014 00:00,66,5,154,05/02/14 00:00,69,4,158,05/07/14 00:00,74,4,162,05/11/14 00:00,78,6,168,05/21/2014 00:00,88,2,170,,-41093,,170,,-41093,,170,,-41093,,170,,-41093,,170,170
Fiona,10,H,L,21,32,U,U,159,7,02/19/2014 00:00,05/31/2014 00:00,102,,15,28-Feb,28/02/14,28/02/14,9,4,04-Mar,04/03/14,15,3,7,11-Mar,11/03/14,22,3,10,03/14/2014,03/14/2014,25,1,11,03/18/2014,29,2,13,03/22/2014,33,4,17,03/26/2014,37,2,19,03/30/2014 00:00,41,2,21,04/03/14 00:00,44,3,24,04/06/14 00:00,47,5,29,04/10/14 00:00,51,5,34,04/15/2014 00:00,56,1,35,04/18/2014 00:00,59,2,37,05/13/2014 00:00,84,2,39,05/20/2014 00:00,91,2,41,,-41089,,41,,-41089,,41,,-41089,,41,,-41089,,41,,-41089,,41,,-41089,,41,,-41089,,41,,-41089,,41,,-41089,,41,,-41089,,41,41
Fiona,2,H,H,14,32,U,U,26,8,02/17/2014 00:00,06/02/14 00:00,105,,20,27-Feb,27/02/14,27/02/14,10,14,02-Mar,02/03/14,15,13,27,06-Mar,06/03/14,19,5,32,03/09/14,03/09/14,22,12,44,03/13/2014,26,10,54,03/16/2014,29,9,63,03/20/2014,33,11,74,03/24/2014 00:00,37,10,84,03/27/2014 00:00,40,10,94,03/31/2014 00:00,44,8,102,04/03/14 00:00,46,9,111,04/07/14 00:00,50,6,117,04/11/14 00:00,54,11,128,04/14/2014 00:00,57,4,132,04/19/2014 00:00,62,4,136,04/22/2014 00:00,65,4,140,04/29/2014 00:00,72,5,145,05/03/14 00:00,76,4,149,05/07/14 00:00,80,5,154,05/16/2014 00:00,89,4,158,,-41087,,158,,-41087,,158,,-41087,,158,,-41087,,158,,-41087,,158,158
Fiona,6,L,H,16,32,U,U,99,8,02/18/2014 00:00,06/02/14 00:00,104,,16,28-Feb,28/02/14,28/02/14,10,19,04-Mar,04/03/14,16,8,27,07-Mar,07/03/14,19,10,37,03/11/14,03/11/14,23,7,44,03/15/2014,27,11,55,03/18/2014,30,7,62,03/22/2014,34,10,72,03/25/2014 00:00,37,12,84,03/29/2014 00:00,41,8,92,04/02/14 00:00,44,7,99,04/06/14 00:00,48,5,104,04/09/14 00:00,51,6,110,05/09/14 00:00,81,6,116,05/13/2014 00:00,85,3,119,05/17/2014 00:00,89,6,125,05/22/2014 00:00,94,5,130,,-41088,,130,,-41088,,130,,-41088,,130,,-41088,,130,,-41088,,130,,-41088,,130,,-41088,,130,,-41088,,130,,-41088,,130,130
Fiona,5,H,L,16,32,U,U,84,7,02/17/2014 00:00,06/05/14 00:00,108,,22,01-Mar,01/03/14,01/03/14,14,4,05-Mar,05/03/14,18,5,9,08-Mar,08/03/14,21,3,12,03/12/14,03/12/14,25,7,19,03/15/2014,28,3,22,03/19/2014,32,6,28,03/23/2014,36,4,32,03/27/2014 00:00,40,1,33,04/01/14 00:00,44,5,38,04/04/14 00:00,47,2,40,04/08/14 00:00,51,6,46,04/11/14 00:00,54,4,50,04/16/2014 00:00,59,3,53,04/22/2014 00:00,65,4,57,04/27/2014 00:00,70,3,60,05/01/14 00:00,74,5,65,05/04/14 00:00,77,4,69,05/08/14 00:00,81,6,75,05/12/14 00:00,85,5,80,05/17/2014 00:00,90,5,85,05/20/2014 00:00,93,3,88,05/27/2014 00:00,100,5,93,,-41087,,93,,-41087,,93,,-41087,,93,93
Fiona,16,H,L,34,32,U,U,268,8,02/20/2014 00:00,06/18/2014 00:00,118,,23,01-Mar,01/03/14,01/03/14,11,4,08-Mar,08/03/14,18,3,7,09-Mar,09/03/14,19,2,9,03/12/14,03/12/14,22,3,12,03/16/2014,26,3,15,03/20/2014,30,3,18,03/23/2014,33,2,20,03/27/2014 00:00,37,3,23,04/01/14 00:00,41,2,25,04/03/14 00:00,43,2,27,04/07/14 00:00,47,3,30,04/11/14 00:00,51,4,34,04/15/2014 00:00,55,2,36,04/20/2014 00:00,60,2,38,04/22/2014 00:00,62,3,41,04/26/2014 00:00,66,5,46,05/06/14 00:00,76,1,47,05/08/14 00:00,78,4,51,05/12/14 00:00,82,6,57,05/20/2014 00:00,90,4,61,05/24/2014 00:00,94,6,67,05/28/2014 00:00,98,5,72,06/12/14 00:00,112,1,73,,-41090,,73,,-41090,,73,
Fiona,10,L,L,17,32,U,U,148,9,02/19/2014 00:00,06/24/2014 00:00,125,,25,28-Feb,28/02/14,28/02/14,9,5,02-Mar,02/03/14,13,4,9,04-Mar,04/03/14,15,3,12,03/08/14,03/08/14,19,3,15,03/11/14,22,3,18,03/15/2014,26,4,22,03/19/2014,30,4,26,03/22/2014 00:00,33,3,29,03/26/2014 00:00,37,4,33,03/30/2014 00:00,41,2,35,04/03/14 00:00,44,4,39,04/07/14 00:00,48,4,43,04/10/14 00:00,51,6,49,04/21/2014 00:00,62,2,51,04/24/2014 00:00,65,2,53,04/27/2014 00:00,68,2,55,05/01/14 00:00,72,2,57,05/15/2014 00:00,86,1,58,05/20/2014 00:00,91,1,59,05/24/2014 00:00,95,2,61,05/29/2014 00:00,100,2,63,06/03/14 00:00,104,2,65,06/12/14 00:00,113,2,67,06/19/2014 00:00,120,4,71,23-Jun-14,124,5,76,76
Fiona,21,L,L,40,32,U,U,324,7,02/25/2014 00:00,06/24/2014 00:00,119,,15,03/06/14,,03/06/14,11,7,03/10/14,03/10/14,15,1,8,03/13/2014,03/13/2014,18,7,15,03/21/2014,03/21/2014,26,4,19,03/24/2014,29,4,23,03/28/2014,33,2,25,04/02/14,37,2,27,04/05/14 00:00,40,2,29,04/09/14 00:00,44,5,34,04/13/2014 00:00,48,2,36,05/13/2014 00:00,78,2,38,05/18/2014 00:00,83,4,42,05/22/2014 00:00,87,3,45,05/27/2014 00:00,92,3,48,06/04/14 00:00,99,1,49,,-41095,,49,,-41095,,49,,-41095,,49,,-41095,,49,,-41095,,49,,-41095,,49,,-41095,,49,,-41095,,49,,-41095,,49,,-41095,,49,49
Fiona,11,H,H,22,32,U,U,175,9,02/19/2014 00:00,NO DATE,,,13,28-Feb,28/02/14,28/02/14,9,10,03-Mar,03/03/14,14,9,19,06-Mar,06/03/14,17,12,31,03/10/14,03/10/14,21,8,39,03/14/2014,25,8,47,03/17/2014,28,10,57,03/21/2014,32,14,71,03/24/2014 00:00,35,12,83,03/28/2014 00:00,39,11,94,04/01/14 00:00,42,7,101,04/05/14 00:00,46,6,107,04/08/14 00:00,49,10,117,04/12/14 00:00,53,7,124,,-41089,,124,,-41089,,124,,-41089,,124,,-41089,,124,,-41089,,124,,-41089,,124,,-41089,,124,,-41089,,124,,-41089,,124,,-41089,,124,,-41089,,124,,-41089,,124,124
Fiona,8,L,L,6,32,U,U,125,8,02/18/2014 00:00,NO DATE,,,23,28-Feb,28/02/14,28/02/14,10,4,06-Mar,06/03/14,18,1,5,08-Mar,08/03/14,20,5,10,03/12/14,03/12/14,24,4,14,03/16/2014,28,3,17,03/19/2014,31,6,23,03/24/2014,36,4,27,03/27/2014 00:00,39,5,32,03/31/2014 00:00,43,3,35,04/05/14 00:00,47,3,38,04/08/14 00:00,50,5,43,04/12/14 00:00,54,3,46,04/15/2014 00:00,57,4,50,04/19/2014 00:00,61,8,58,04/22/2014 00:00,64,7,65,04/26/2014 00:00,68,4,69,04/30/2014 00:00,72,3,72,05/03/14 00:00,75,5,77,05/07/14 00:00,79,3,80,05/11/14 00:00,83,3,83,05/15/2014 00:00,87,6,89,05/21/2014 00:00,93,3,92,05/25/2014 00:00,97,2,94,,-41088,,94,,-41088,,94,94
Fiona,18,L,L,35,32,U,U,287,8,02/21/2014 00:00,NO DATE,,,14,03/02/14,,03/02/14,11,7,03/05/14,03/05/14,14,4,11,03/09/14,03/09/14,18,7,18,03/12/14,03/12/14,21,4,22,03/16/2014,25,2,24,03/20/2014,29,5,29,03/24/2014,33,3,32,03/27/2014 00:00,36,3,35,04/09/14 00:00,48,2,37,04/23/2014 00:00,62,3,40,04/30/2014 00:00,69,8,48,05/04/14 00:00,73,5,53,05/10/14 00:00,79,1,54,05/13/2014 00:00,82,2,56,,-41091,,56,,-41091,,56,,-41091,,56,,-41091,,56,,-41091,,56,,-41091,,56,,-41091,,56,,-41091,,56,,-41091,,56,,-41091,,56,,-41091,,56,56
Fiona,9,L,L,13,32,U,U,140,7,02/18/2014 00:00,NO DATE,,,22,03-Mar,03/03/14,03/03/14,15,4,06-Mar,06/03/14,18,5,9,10-Mar,10/03/14,22,6,15,03/13/2014,03/13/2014,25,3,18,03/17/2014,29,3,21,03/21/2014,33,4,25,03/24/2014,36,3,28,03/28/2014 00:00,40,4,32,04/01/14 00:00,43,2,34,04/05/14 00:00,47,2,36,04/08/14 00:00,50,4,40,04/15/2014 00:00,57,7,47,04/19/2014 00:00,61,5,52,04/22/2014 00:00,64,2,54,04/26/2014 00:00,68,5,59,04/29/2014 00:00,71,6,65,05/02/14 00:00,74,5,70,05/06/14 00:00,78,5,75,05/10/14 00:00,82,5,80,05/20/2014 00:00,92,2,82,05/24/2014 00:00,96,3,85,05/29/2014 00:00,101,3,88,,-41088,,88,,-41088,,88,,-41088,,88,88
Fiona,13,H,L,32,32,U,U,222,8,02/20/2014 00:00,NO DATE,,,10,03-Mar,03/03/14,03/03/14,13,3,06-Mar,06/03/14,16,3,6,11-Mar,11/03/14,21,2,8,03/14/2014,03/14/2014,24,1,9,03/17/2014,27,3,12,03/21/2014,31,4,16,03/25/2014,35,2,18,03/28/2014 00:00,38,6,24,04/05/14 00:00,45,2,26,04/09/14 00:00,49,6,32,,-41090,,32,,-41090,,32,,-41090,,32,,-41090,,32,,-41090,,32,,-41090,,32,,-41090,,32,,-41090,,32,,-41090,,32,,-41090,,32,,-41090,,32,,-41090,,32,,-41090,,32,,-41090,,32,,-41090,,32,32
Fiona,20,H,L,39,32,U,U,315,9,02/23/2014 00:00,NO DATE,,,12,03/05/14,,03/05/14,12,6,03/08/14,03/08/14,15,4,10,03/12/14,03/12/14,19,4,14,03/15/2014,03/15/2014,22,1,15,03/21/2014,28,3,18,03/24/2014,31,5,23,03/26/2014,33,1,24,03/28/2014 00:00,35,4,28,04/01/14 00:00,38,4,32,04/08/14 00:00,45,4,36,04/12/14 00:00,49,3,39,04/20/2014 00:00,57,4,43,,-41093,,43,,-41093,,43,,-41093,,43,,-41093,,43,,-41093,,43,,-41093,,43,,-41093,,43,,-41093,,43,,-41093,,43,,-41093,,43,,-41093,,43,,-41093,,43,,-41093,,43,43
Fiona,12,H,L,26,32,U,U,196,5,02/19/2014 00:00,NO DATE,,,6,28-Feb,28/02/14,28/02/14,9,5,07-Mar,07/03/14,18,4,9,14-Mar,14/03/14,25,4,13,03/23/2014,03/23/2014,34,5,18,03/26/2014,37,2,20,03/30/2014,41,2,22,,-41089,,22,,-41089,,22,,-41089,,22,,-41089,,22,,-41089,,22,,-41089,,22,,-41089,,22,,-41089,,22,,-41089,,22,,-41089,,22,,-41089,,22,,-41089,,22,,-41089,,22,,-41089,,22,,-41089,,22,,-41089,,22,,-41089,,22,,-41089,,22,,-41089,,22,22
Fiona,13,H,H,31,32,U,U,221,2,02/20/2014 00:00,03/14/2014 00:00,24,,2,01-Mar,01/03/14,01/03/14,11,20,08-Mar,08/03/14,18,13,33,,/2014,,,33,,/2014,,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,,-41090,,33,33
